query_id,query_text,config,rank,doc_id,recall_number,classification,status,state,product_description,reason_for_recall
Q17,potato salad recall,baseline,4,F-0256-2014,F-0256-2014,Class I,Terminated,OR,"Potato Salad, Formula PO.15, packaged under these labels:    - Cross Valley Farms Potato Salad packaged in 2/8-lb carton cases.  Distributed by U.S. Foodservice, Inc., Rosemont, IL. UPC 758108301511    -Reser's Potato Salad, packaged in 3/8-lb carton cases. Reser's Fine Foods, Beaverton, OR.  UPC 071117001891    -Classic Sysco Country Potato Salad, packaged in 3/8-lb carton cases. Distributed by Sysco Corporation, Houston, TX.  UPC 074865209113",The recalled products are potentially contaminated with Listeria monocytogenes.
Q17,potato salad recall,baseline,5,F-0234-2014,F-0234-2014,Class I,Terminated,OR,"Potato Salad with Egg, Formula PO.71, packaged under these labels:    -Reser's Fine Foods, Potato Salad with Egg, in 12/454-gm carton cases UPC 071117182439, 6/1.25-KG carton cases UPC 071117613216 and 3/8-lb container cases UPC 071117651355. Reser's Fine Foods, Inc., Beaverton, OR.    -Sysco, Potato W/ Egg Salad, in 3/8-lb container cases. Distributed by Sysco Corporation, Houston, TX. UPC 074865745291     -Little Salad Bar Potato Salad (Aldi), packaged in 6/32-oz carton cases. Distributed by ALDI Inc., Batavia, IL. UPC 041498128661       -Independent Marketing Alliance Diced Potato Salad with Egg, in 3/8-lb container cases. Marketed by Independent Marketing Alliance, Houston, TX. UPC 822486158859      -Cross Valley Farms, Potato Salad, in 2/8-lb container cases. Distributed by U.S. Foodservice, Inc., Rosemont, IL. UPC 758108301467",The recalled products are potentially contaminated with Listeria monocytogenes.
Q17,potato salad recall,baseline,6,F-2236-2012,F-2236-2012,Class I,Terminated,WI,"Steakhouse Potato Salads: 1) Copperwood Steakhouse Potato Salad, 5 lbs., 8 11839 01001 7, 5 lb.; 2) Grandpas Steakhouse Potato Salad, 5 lb., 0 11596 55604 8; 3) Finest Traditions Steak House Potato Salad, 8 lb., 10 733147 10773 4","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination."
Q17,potato salad recall,baseline,7,F-2251-2012,F-2251-2012,Class I,Terminated,WI,"Red Potato Salads: 1) Garden-Fresh Red Potato Salad, 2 lb., 0 11596 24205 7; 2) Weis Red Potato Salad, 16 oz., 0 41497 05848, 5 lb., 0 11596 51105 4","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination."
Q17,potato salad recall,baseline,8,F-0496-2014,F-0496-2014,Class I,Terminated,WI,"Grandpas Potato Salad, Product Code  0 11596 08005 5, 18/3.5oz.;  Grandpas Potato Salad, Product Code  0 11596 14027 8, 12/16 oz.;  Grandpas Potato Salad, Product Code  0 11596 24227 9, 8/2 lb.;  Grandpas Potato Salad, Product Code  0 11596 34326 6, 4/3 lb.;  Grandpas Potato Salad , Product Code 0 11596 91026 0, 2/5 lb.      Weis Original Potato Salad, Product Code 0 41497 05838 9, 12/16 oz;   Weis Original Potato Salad, Product Code 0 41497 05900 3, 4/3 lb;  Weis Original Potato Salad, Product Code 0 11596 51102 3, 	2/5 lb.;    Spoon River Potato Salad,  Product Code 0 11596 51032 3, 3	2/5 lb;    Dominick's Grandpas Potato Salad , Product Code 0 11596 14027 8, 12/16 oz;    Family Style Potato Salad,  0 11596 51061 3, 2/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes."
Q17,potato salad recall,baseline,9,F-1796-2016,F-1796-2016,Class I,Terminated,WA,"Organic Potato Medley, brand Columbia River Organics, frozen, net wt. 10oz. UPC 4635800025    The ingredients statement declares: Yukon Gold Potatoes, Red Potatoes, Russet Potatoes, Sea Salt, Black Pepper, Garlic Powder, and Canola Oil.",Organic Potato Medley is recalled because it has the potential to be contaminated with Listeria monocytogenes.
Q17,potato salad recall,baseline,10,F-0422-2014,F-0422-2014,Class I,Terminated,WI,"Grandpa's Potato Salad, UPC 0 11596 14027 8, 16 oz, Product Code 4027. Marsh Signature Potato Salad, UPC 0 11596 51085 9, 2/5 lb. , Product Code 1085. Family Style Potato Salad, UPC 0 11596 51061 3, 2/5 lb., Product Code 1061. Grandpa's Potato Salad, UPC 0 11596 24227 9, 2 lb., Product Code 4227. Grandpa's Potato Salad, UPC 0 11596 34326 6, 3 lb., Product Code 4326. Grandpa's Potato Salad, UPC 0 11596 91026 0. , 2/5 lb., Product Code 1026. Spoon River Potato Salad, UPC 0 11596 51032 3, 2/5 lb., Product Code 1032.","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes."
Q18,cheese listeria,baseline,1,F-0510-2020,F-0510-2020,Class I,Terminated,OH,"Shredded Cheddar Cheese  Packaged in plastic 5lb bags, 4 bags per box",Potential Listeria monocytogenes in the cheese.
Q18,cheese listeria,baseline,2,F-0443-2017,F-0443-2017,Class I,Terminated,MI,"A New Dairy Pepper Jack cut Cheese, 5 lb. packages packed in plastic bags, keep refrigerated","Kuster's, Inc. is voluntarily recalling its shredded, sliced and cubed cheese following a supplier's recall of cheese due to the potential for the cheese to be contaminated with Listeria monocytogenes or inadequately pasteurized."
Q18,cheese listeria,baseline,3,F-0511-2020,F-0511-2020,Class I,Terminated,OH,"Shredded Mozzarella Cheese  Packaged in plastic 5lb bags, 4 bags per box",Potential Listeria monocytogenes in the cheese.
Q18,cheese listeria,baseline,4,F-0513-2020,F-0513-2020,Class I,Terminated,OH,"Shredded Parmesan Cheese  Packaged in plastic 5lb bags, 4 bags per box",Potential Listeria monocytogenes in the cheese.
Q18,cheese listeria,baseline,5,F-0428-2017,F-0428-2017,Class I,Terminated,MI,"White Cheddar Cheese, 40 lb. blocks",Farm Country Cheese House is conducting a voluntary recall of multiple vats of cheese due to potential contamination with Listeria monocytogenes.
Q18,cheese listeria,baseline,6,F-1867-2014,F-1867-2014,Class I,Terminated,MN,HYTOP Jalapeno Pimento cheese spread in 12 ounce (952754) cups with snap on lid,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes."
Q18,cheese listeria,baseline,7,F-1848-2014,F-1848-2014,Class I,Terminated,MN,Garlic Cheese Spread sold under the following sizes and brands:  Bucky Badger label in 12 ounce (51811) cups with snap on lids.,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes."
Q18,cheese listeria,baseline,8,F-1847-2014,F-1847-2014,Class I,Terminated,MN,Bacon Cheese Spread sold under the following sizes and brands:  Bucky Badger label in 12 ounce (51611) cups with snap on lids.,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes."
Q18,cheese listeria,baseline,9,F-1850-2014,F-1850-2014,Class I,Terminated,MN,Restaurant Bar Cheese sold under the following sizes and brands:  Parkers Farm or Parkers label in 5 lb. (21811) pails with snap on lids.,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes."
Q18,cheese listeria,baseline,10,F-0512-2020,F-0512-2020,Class I,Terminated,OH,"Shredded Mozzarella/Provolone Mix Cheese  Packaged in plastic 5lb bags, 4 bags per box",Potential Listeria monocytogenes in the cheese.
Q18,cheese listeria,expansion,9,F-1797-2017,F-1797-2017,Class I,Terminated,MI,"Lipari Old Tyme Swiss Cheese, 2/8#",Lipari Foods is recalling multiple cheeses because of a supplier's recall of cheese due to potential contamination with Listeria monocytogenes.
Q19,mislabeling,baseline,1,F-0288-2021,F-0288-2021,Class II,Terminated,PA,Butter Flavored Popcorn Artificially Flavored 8oz. UPC:7017306021,Undeclared milk due to mislabeling
Q19,mislabeling,baseline,2,F-1389-2019,F-1389-2019,Class I,Terminated,VA,"Product labeled ""Herb Roasted Potatoes"", packed in 16oz plastic tray with clear plastic shrink-wrapping.  Product is visible through clear plastic wrap.  Product inside is Baked Potatoes with Cheddar Cheese and Bacon.",Mislabeling and Undeclared allergens: Baked Potatoes with Cheddar Cheese & Bacon were mislabeled as Herb Roasted Potatoes.
Q19,mislabeling,baseline,3,F-0048-2020,F-0048-2020,Class I,Terminated,CA,"Dunkin' Mocha Swirl   Prepared Exclusively for Dunkin' Brands  Canton, MA 02021  Net Contents 64 FL OZ/1.89L  Not For Resale",Product mislabeling; undeclared milk.  Caramel swirl was mislabeled as mocha swirl
Q19,mislabeling,baseline,4,F-2406-2017,F-2406-2017,Class II,Terminated,TX,Dr. Jekyll 30 Fruit Punch,Product is potentially mislabeled and contains the non-dietary ingredient Picamilon.
Q19,mislabeling,baseline,5,F-0928-2021,F-0928-2021,Class II,Terminated,UT,"Flourless Chocolate Torte, 14 oz., in recyclable plastic circular container with black base and clear lid, Gem City Fine Foods, 3403 S 1400 W, Suite C, West Valley City, UT 84119. There are 4/cs. UPC 855026001186. Store Frozen or Thawed in Fridge.",Frozen desserts are mislabeled. Flourless Chocolate Torte mislabeled with Triple Berry Streusel Cheesecake ingredients and nutrition label. Chocolate Torte and Triple Berry Streusel are both mislabeled with pecans as an ingredient although firm has not used nuts of any kind in its products or the facility since April 2018.
Q19,mislabeling,baseline,6,F-2203-2014,F-2203-2014,Class III,Terminated,DC,YES Mocha Gelato,"Mislabeling of  product as ""Organic"""
Q19,mislabeling,baseline,7,F-2202-2014,F-2202-2014,Class III,Terminated,DC,YES Peanut Butter Cup Gelato,"Mislabeling of  product as ""Organic"""
Q19,mislabeling,baseline,8,F-2407-2017,F-2407-2017,Class II,Terminated,TX,Dr. Jekyll V2 Green Apple International,Product is potentially mislabeled and contains the non-dietary ingredient Picamilon.
Q19,mislabeling,baseline,9,F-2200-2014,F-2200-2014,Class III,Terminated,DC,YES Green Tea Gelato,"Mislabeling of  product as ""Organic"""
Q19,mislabeling,baseline,10,F-2405-2017,F-2405-2017,Class II,Terminated,TX,Dr. Jekyll V2 Watermelon domestic,Product is potentially mislabeled and contains the non-dietary ingredient Picamilon.
Q20,sesame allergen,baseline,1,F-0788-2024,F-0788-2024,Class I,Terminated,IA,"Pan de Racho (Feria), Net Wt. 2lbs, individually packaged in clear plastic bag.","Undeclared allergens - sesame. Potential for unintended allergen presence (Sesame, Coconut, Soy, Wheat, Milk and Eggs)."
Q20,sesame allergen,baseline,2,H-0659-2026,H-0659-2026,Class II,Terminated,NJ,"ReadyMeals Turkey Bacon & Cheddar Pretzel Duo Sandwich, perishable, Keep Refrigerated, plastic clamshell, net wt. 10 oz, UPC 8 26766 25036 3. Distributed By F&S Fresh Foods Vineland, NJ 08360.  Label declares CONTAINS EGG, MILK, SOY, WHEAT.",Undeclared sesame. Sandwich contains visible sesame but label does not declare sesame.
Q20,sesame allergen,baseline,3,F-0370-2023,F-0370-2023,Class I,Terminated,CA,Harvest Sesame 94g units UPC:4901940041312,Product contains soy and sesame that are not listed on the ingredient label.
Q20,sesame allergen,baseline,4,H-0004-2026,H-0004-2026,Class II,Ongoing,CT,Italian Sesame Cookies,"Undeclared Sesame, Undeclared Yellow 5, Red 40, Yellow 6"
Q20,sesame allergen,baseline,5,H-0393-2025,H-0393-2025,Class III,Terminated,FL,"SESAME SEED COOKIES Cesarina Cookies, Net Weight. 16 oz. (454g), packaged in plastic clam shell containers, 12 packages per master case. Dry storage.",Allergen not listed in the Contains statement: Sesame
Q20,sesame allergen,baseline,6,H-0258-2025,H-0258-2025,Class II,Terminated,MI,"C Sweet Ghouribeh Rolls with date, sesame, & pistachios 10 oz., UPC 642896991132","Undeclared wheat, soy, and sesame"
Q20,sesame allergen,baseline,7,F-0321-2025,F-0321-2025,Class III,Terminated,OR,"An Pan bun is a sweet roll filled with sweet red bean paste, stamped with black sesame seeds on top. Product is packaged in clear polypropylene bag, heat sealed with white labels on front and back. Net wt. 2.9pz. UPC 854077007055.   The affected label states ""**INGREDIENTS: Azuki Filling (Sugar, water, red beans, salt), Unbleached wheat flour ***Unsalted butter, whole eggs, black sesame seeds, nonfat dry milk***CONTAINS: EGGS, MILK, WHEAT ***Made by Oyatsupan Bakers Beaverton, OR.",The contains statement does not declare sesame. Black sesame seeds are visible on product and the Ingredients Statement declares black sesame seeds.
Q20,sesame allergen,baseline,8,F-0965-2023,F-0965-2023,Class II,Terminated,OR,"Multigrain Spicy Salmon Avocado Roll, net wt. 7 oz., Ready to Eat, perishable and refrigerated product. UPC 8 51016 00244 7. Manufactured by Origami Catering 828 N Killingsworth St., Portland, OR 97217.  The Ingredients statement is read in part: Multigrain Sushi Rice ***, Salmon (fish), Avocado, ***Mayonnaise (egg)***Sriracha***Toasted Sesame Seeds***Allergen: Contains Fish (salmon), Egg.",The ingredients statement declares Sesame but the Contains statement does not declare sesame.  Sesame seeds are visible on product.
Q20,sesame allergen,baseline,9,F-1391-2023,F-1391-2023,Class II,Terminated,WA,"Sweet Alchemy Toasted Black Sesame ice cream, distributed in pints. Label declares company name, flavor name, but does not declare ingredients and allergens.","Ice cream grab n go Pint containers' labels do not declare any ingredients including allergens Egg, Milk, and Sesame."
Q20,sesame allergen,baseline,10,H-0082-2025,H-0082-2025,Class II,Terminated,TX,"Nature Mills Traditional Sambar Powder, 200g",Undeclared sesame and wheat allergens
